image_path,label,class_name,dataset,source,generator,original_split,width,height,content_hash
data/raw/CIFAKE/train/FAKE/1608 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,ea3826775ad6702f22fa329a5807197ac478924e82bd28a6da4466d6b57a8fdf
data/raw/CIFAKE/train/FAKE/1612 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,623d10521b8d2787f07a376931b6f23d791e6a4f3422de78a6b671cda53b31e8
data/raw/CIFAKE/train/FAKE/1615 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,19d48e1f0fa3c2d3bf52e303b4ad7085bcf124de8be70375c589a6a8213e2642
data/raw/CIFAKE/train/FAKE/1626 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,efb9cd7374f25ee2837e9d4ba82aba2553f1ea98d4db90f198247e47fa0afc38
data/raw/CIFAKE/train/FAKE/1633 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,1dbb1fa0f2c8a46a697551afdf423d534b9ffab7973f167753f32c8055465c0f
data/raw/CIFAKE/train/FAKE/1675 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,174ec4f1da7030540e15a33ad3876207fb9d362a90bdb965ccc0e4f9b054af84
data/raw/CIFAKE/train/FAKE/1679 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,28fff95698b08cbd45d52f574ccbb9e7a015c24e9847db23f93baea6630a610c
data/raw/CIFAKE/train/FAKE/1694 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,821d70a3532ad9ad90dd7422e7d40f1ff95876fb3bc12b520679cfc0db71067c
data/raw/CIFAKE/train/FAKE/1703 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,9b764f63d17c09f1aa38fe3a88f5a936b60b62033a3af6e153798d4391b4d13e
data/raw/CIFAKE/train/FAKE/1709 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,dc21863d909499716434e3b43968229081599c210cae66371063d975bc15442a
data/raw/CIFAKE/train/FAKE/1734 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,6e4353b3cf289723c0640c828204383637f48630146d74f756f2db5c92496b5a
data/raw/CIFAKE/train/FAKE/1776 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,cc0c0755ce9bf097a43644a6da93ddd83668ba0420232bb1fb13fdeb43116639
data/raw/CIFAKE/train/FAKE/1777 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,0f26575c5c0cc79e8efda3356add9ce8aa6b36ed5a4c1b9900924c200a5c5df7
data/raw/CIFAKE/train/FAKE/1787 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,50db1c60d4d3522644cc3774fae291e8ac18ba93e6dc79db8ad267a13e2cbae8
data/raw/CIFAKE/train/FAKE/1810 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,7e9f6cae82a16a99593ada6e9f20ef4cd324494b3062a1332eab5bfbae089832
data/raw/CIFAKE/train/FAKE/1829 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,4cd84ff659ffb999559f5ee7639ee3e7f24804fa5c6245360e86ad14fbcd5db8
data/raw/CIFAKE/train/FAKE/1830 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,d9ac4b5058e1d7ab45316ae852a895f2918890f8b602a740cf894718c8398ced
data/raw/CIFAKE/train/FAKE/1831 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,3e8cf976cd1e8948a5275c5d20457be10867a87047c07116b7819b3adfe2272c
data/raw/CIFAKE/train/FAKE/1883 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,49da333fdaaf4f3db086d9ecdb5adeddd8c2637e86a4a6f3285e57998404015d
data/raw/CIFAKE/train/FAKE/1893 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,9282d830878c1698480235b4474e306aed6716e6834c0fcc3e50bebf82cb874b
data/raw/CIFAKE/train/FAKE/1899 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,bf1fb8dbb894373e3a0d8463c50f573abd3efec7de0a8d2e90e0fe1131bb48ab
data/raw/CIFAKE/train/FAKE/1920 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,615a3822161fac4beb02952024f4684a5739f8baf8fe0ab4c047c1fd378dff2d
data/raw/CIFAKE/train/FAKE/1921 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,7ba4e90573542bc51ae4fda16332aa68d18eddd0022da162f0c224ae1b1b0161
data/raw/CIFAKE/train/FAKE/1928 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,cfee941e34eb5b5216704a792fb88d2a24cececb9588af4d7d98e50abb67217c
data/raw/CIFAKE/train/FAKE/1935 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,c81f5756c527bad81276c05be84b44485b76d6e429f8253c7bdd773d2c4a6373
data/raw/CIFAKE/train/FAKE/1963 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,9d91841d51ff8a30444c1f015f5bf2777581a1247ba1c97138cf48f71e97bb81
data/raw/CIFAKE/train/FAKE/1963 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,6806f23f51c48bbf31197085756d1674d1500bd02d1393fe133978a9e5172ba2
data/raw/CIFAKE/train/FAKE/1969 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,b14acd8c2fa8739318d478f3b5b35343ac92524d11e97f4fb08b2fc3e15fc88e
data/raw/CIFAKE/train/FAKE/1974 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,b4eecfdac3b892134da04ee447470d24a1d23bdd5a36f564508b782dd1bae408
data/raw/CIFAKE/train/FAKE/1984 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,4130cb7b27b2fd3b08c4491cd3493c10da010e5e915dfd72b1ca0861b140bdcd
data/raw/CIFAKE/train/FAKE/2064 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,221f9c3bf1b17bcb2e171c2a4ea6551ffa8c08894efb6a8ba7a4c8e02a5b1c74
data/raw/CIFAKE/train/FAKE/2087 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,0bc748c49dd599d0be1de079cd81dd75537247eb96aefe1b3861075e1a18afb7
data/raw/CIFAKE/train/FAKE/2089 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,673321da605c88893ebc204d7cd93a9686778ea4a3b38c19f1c7c9862abc1273
data/raw/CIFAKE/train/FAKE/2099 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,4d723c279bffd230b71297fc314afd76085418fd96aa15b3bc1b7790be715511
data/raw/CIFAKE/train/FAKE/2110 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,634bb1f4fb0c04116a34969767938b6c8bb926134f4c26004e6bf732d294d540
data/raw/CIFAKE/train/FAKE/2111 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,d3e9febea314709c68be0ced373a31bded18f87370b2903e726cb31c4e834d1a
data/raw/CIFAKE/train/FAKE/2115 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,63b46ff9ac31128edecc716b80647a9e3aabf58943ce3e311210d623da1ea2bb
data/raw/CIFAKE/train/FAKE/2118 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,aa079f854d18460bf0c4b2eafc88e49305740304e0647684cf7795f9874c1afa
data/raw/CIFAKE/train/FAKE/2129 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,b22a851491773649122c19a69fd8a36c1757cfcae504680f9b9f4b0a38d74898
data/raw/CIFAKE/train/FAKE/2132 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,b0f1c146f6ba8efb5a04d68c67bf4dea2f98150b77bc7b9f8d720763c67b2bba
data/raw/CIFAKE/train/FAKE/2134 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,97c5788201c02b60078fe96e44b3b19a0203f02afbb04973b7be1863ab25332b
data/raw/CIFAKE/train/FAKE/2167 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,20e0d2d83c6b3cf5dcdd028d9a03d4ee902e1b427230bd73a0fdc58c54316213
data/raw/CIFAKE/train/FAKE/2173 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,5ead59c9264ba91f5d60b0c0427655751336f6d3ed92e5f03e535d4abfd28cfb
data/raw/CIFAKE/train/FAKE/2175 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,06e977502a61efe62de2887d7caf1fcde7dfda7feb134cc63d26984cd4bf61df
data/raw/CIFAKE/train/FAKE/2181 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,467f33719133ea102c1aa38f1d5a9092ee19ab16f216e5be76de69cbf4665c99
data/raw/CIFAKE/train/FAKE/2238 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,a5d0452b0476baf0c2e5113423f34e35fac3ae40370af2a3f86e1c84cd801062
data/raw/CIFAKE/train/FAKE/2245 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,883518cf2291b0de2abda31585642c1cb9e5aabd4e7af922856d4e3be01ba6be
data/raw/CIFAKE/train/FAKE/2267 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,36d5ef38ee022550c9dd2ca843499fc2268cbc669992b42babd42ddd1aa3dfda
data/raw/CIFAKE/train/FAKE/2275 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,4a35fa63a3bd371c4b8ca3417e2925cab3f51fd91a7b4440589f7b86cba05fa5
data/raw/CIFAKE/train/FAKE/2277 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,81df6edbb46f7c3242309b6e2e3410e0590158cc0c2b285382c309208baa6a03
data/raw/CIFAKE/train/FAKE/2305 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,eaa9d04fd72363d4a171d342731434aba61ec4fbab3eb31c927f0f4661da9ef7
data/raw/CIFAKE/train/FAKE/2319 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,51bb62df168e84abdae28104b439a05a4bbcb8b211308efba43c07ec2daba230
data/raw/CIFAKE/train/FAKE/2319 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,9bfcfc174b0412c1a01a82d34c7aaa633db0db7488f5d3f2dfa16e737a787928
data/raw/CIFAKE/train/FAKE/2323 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,92dbd5197934c2fd672db0f052ae201b7e401f01034590a37120b78861252b17
data/raw/CIFAKE/train/FAKE/2347 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,1c807d4011278555c0359d182e6854935e8c8a070640e11567e053afa322e896
data/raw/CIFAKE/train/FAKE/2361 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,0b33f80f310adfc20e15a17ab21ffbbd6d0e5511e3ec7afe2e174f49a540427d
data/raw/CIFAKE/train/FAKE/2371 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,7424aa01c5cd7b992423804800590b6d704e8fd1eff5eafbb7db16be78f9eac8
data/raw/CIFAKE/train/FAKE/2378 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,21f6a7e3f076cb432e3912205a8b98b0cf9c97337b524d3ffbf52ec1a19cf02f
data/raw/CIFAKE/train/FAKE/2384 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,f93034c4abeacdde78ddef26e867fcc7ee570c63eed97b158b0e1ca4dc65d590
data/raw/CIFAKE/train/FAKE/2409 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,252717e95f6b35385746e84e6940d8e06e4a01cbf7c275ef450aedf0bf91d87a
data/raw/CIFAKE/train/FAKE/2417 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,dd3b93cf7faa9df26d6221c9734ededef62bb8768a8ea5f4b0a3b0178f4be760
data/raw/CIFAKE/train/FAKE/2422 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,1ce9d101ecd6c50ee0105f7d6127ee3e1b6a09de73b607593da8bb2701563e3e
data/raw/CIFAKE/train/FAKE/2426 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,63230483cac7c947032e455abe615e052eb6d8aed31f3f94087088dc529c3ebf
data/raw/CIFAKE/train/FAKE/2451 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,ab90a734ae23a11ed565e7acd924b8051c64bf3220f662ac39db4cb858ad8d73
data/raw/CIFAKE/train/FAKE/2455 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,d1ca89379e6447e8d2f82c010cc4f82fb88c9187bb71b52d748c3a58e38d138b
data/raw/CIFAKE/train/FAKE/2457 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,89ff3e5156cd91395db138fd24cf54fa4e933c626bcf341b6d0fe328b91fc41b
data/raw/CIFAKE/train/FAKE/2458 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,e8e18e0b37ecb134a73573c94610e8d3a046575c19ebd3abdec47ccb594d65c7
data/raw/CIFAKE/train/FAKE/2466 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,c5234296950e25e9546c4ea7444b95e2598a9b3b2d52e666be506594b75a6693
data/raw/CIFAKE/train/FAKE/2474 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,9627d575051c19924d25c03a1154b1d58a77501295057b381513d5abb6181f8e
data/raw/CIFAKE/train/FAKE/2479 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,cb0c024aae62337ab5e70aa0bb26c5326996c70d33786075f604afb8362a869c
data/raw/CIFAKE/train/FAKE/2492 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,9f16fc55fcde81012c8c4e506fd1b59931b375903ff9ebfe445ba43469a61a3c
data/raw/CIFAKE/train/FAKE/2506 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,2ea31542abb96a1e8b8dd8c1b23407548ea2008bc20994d22bb8332a38f347fe
data/raw/CIFAKE/train/FAKE/2508 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,909d08989824160371a89f7b81ddbbf16cebafea453f2aae3c428e8a36ff978f
data/raw/CIFAKE/train/FAKE/2534 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,4c29db05eb46485d45ef66c9ef8f72024ef89ed8f56a42760e83a9768d953ac0
data/raw/CIFAKE/train/FAKE/2562 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,d6750a6b977b5ed17eb7cd17abb0f420bf032309aab499d4c37776f00583406b
data/raw/CIFAKE/train/FAKE/2564 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,bd64255dd5a171d2585d6b8b01a21162ea6a90886388d0fb9b792613dcfe2da0
data/raw/CIFAKE/train/FAKE/2592 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,5b56fe610e58478e2cf3d6acca509fec0eecdb775ecf0db86a9c9acf6d8236e7
data/raw/CIFAKE/train/FAKE/2593 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,4eac5146514dd50a17729261c36001e24720670feac4610e417829787ad57926
data/raw/CIFAKE/train/FAKE/2605 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,a59af6156c12d57dc82134f17727afd5ef75039bad3d126bee382fc105318f6b
data/raw/CIFAKE/train/FAKE/2629 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,60e6bce6f554a8fd81c16a08e3354053a5db46b1ee740b9df6dc8aae23c0679a
data/raw/CIFAKE/train/FAKE/2636 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,a7b36dd1d64a34ed8e40fe84fa473638e1f93378727757b9399f0f6a4a9ca8e9
data/raw/CIFAKE/train/FAKE/2674 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,1800c51062e18b471aecd1563efafeafbc41807b7d63acc6fdf3f185226cd400
data/raw/CIFAKE/train/FAKE/2679 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,b69d385972e6bfdaf466b83321d7d9dd86b26cdd12901d316dc896c9cd05d950
data/raw/CIFAKE/train/FAKE/2693 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,33e3e49887eba1f539b593ad799f9d6cff9b7043105462986ecaccd85d1f958a
data/raw/CIFAKE/train/FAKE/2708 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,7755d0675f4532a4dbfbd6a915c9c4680e14c5cf68da484a5cacd2b067ce898d
data/raw/CIFAKE/train/FAKE/2729 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,8f89530e9d10b249c28e36dda1af364a150cb18a5b9ba3e266b364ae6e766a7a
data/raw/CIFAKE/train/FAKE/2730 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,8e6209ce874ba69d3a07029a9d3a601b116b0921253fb05983954996528d90a0
data/raw/CIFAKE/train/FAKE/2770 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,8119c3756ed859030b4d9424b05af9e31cbf3f51c89d35921490f063e765797e
data/raw/CIFAKE/train/FAKE/2776 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,970b04f2af65fd729457eb39e28dfe51fab3ab31c45bef99eb55c0bded9df299
data/raw/CIFAKE/train/FAKE/2776 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,d8f65ac8979914bd14f2d78b1f3202519e8436e1a4d3cc4ce08639f8b8977a0a
data/raw/CIFAKE/train/FAKE/2786 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,3e6dae57cb2484ace7d3dc2fece401e857a39dae9b6a3d497d0df07eac1f0b77
data/raw/CIFAKE/train/FAKE/2793 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,23ad1b0d132e3487591043ee9ce75a110afc76a3a9fccfdf2b933774c6618bfc
data/raw/CIFAKE/train/FAKE/2806 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,e9fc9263a1c4ecad0aff9bdece9c67998e6d5e5103a6f2bd8f39eaf6ad4705ed
data/raw/CIFAKE/train/FAKE/2812 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,e5d90109dbcc70db88d98df3cbdc215ff78c8c273fb50432a07a182a44141c8b
data/raw/CIFAKE/train/FAKE/2818 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,e3e24e8a93ecddbf0e437d99eb7c16b1a581d6b368ca7c70901f48f414602f32
data/raw/CIFAKE/train/FAKE/2845 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,36738e167437d6d25bb2831f352d9c4ac4bb142a65f1a9e54e23e7c2d8a8118c
data/raw/CIFAKE/train/FAKE/2860 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,464e2a64d199b0b1923cb888d7676af970a37979996494e39ad0b4699319d1e6
data/raw/CIFAKE/train/FAKE/2873 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,3d816a97322b863c1da40752f8ae433c8600317a17d10a4bd308c2758c2a021f
data/raw/CIFAKE/train/FAKE/2876 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,fefe6c5403e46a3d4251915a84c3d1498b49523b9d55eb4d72de684ce9dfa4c8
data/raw/CIFAKE/train/FAKE/2898 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,cac612fe0093a186452b9ad330d0727c6837b2920473fa1b69bf4e1dce611bc6
data/raw/CIFAKE/train/FAKE/2934 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,0b891b5abe0e601d0268d492b55f868e08ed91aa75dce9d44ae09edd1fabd7dc
