image_path,label,class_name,dataset,source,generator,original_split,width,height,content_hash,split
data/raw/CIFAKE/train/REAL/0120 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,ceaa2e851e10dbbcbeae9871d7e1850f518d37442321b98e7cb0669cdf64b85d,train
data/raw/CIFAKE/train/FAKE/1656.jpg,1,fake,cifake,cifake,unknown,train,32,32,489be65eb804c447ac15a8af625ddb2b6dd994d6f1b8e9809e36fc8b20d31d91,train
data/raw/CIFAKE/train/FAKE/5999 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,a45bb131f93f4ee0630fd9afd9dd5a988a7a15121f4b245e74414f78369fde2c,train
data/raw/CIFAKE/train/REAL/1293 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,052ddbe7585da2b8374af0d8310eb6de43d504feec845bc4d6062c00428761d5,train
data/raw/CIFAKE/train/FAKE/5057 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,448333b4d1c92c483ba49473eef4cb2c666105dbffdcf0c7dabf0534c55462ee,train
data/raw/CIFAKE/train/FAKE/2050 (2).jpg,1,fake,cifake,cifake,unknown,train,32,32,cfbb3783e1fe336b5b12096ed8a7091b88527b33b3d0f28a8b119021b078d815,train
data/raw/CIFAKE/train/FAKE/1427 (8).jpg,1,fake,cifake,cifake,unknown,train,32,32,38601bb3619b2da9efc6e76ebeba1d1fc96adef0213da868a1843b114845529a,train
data/raw/CIFAKE/train/REAL/0287 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,14dc009bbe7b9fcb4494d943ffadbb9463a4892a55c26f34b1140eef6789dc21,train
data/raw/CIFAKE/train/FAKE/1008 (2).jpg,1,fake,cifake,cifake,unknown,train,32,32,fb7e9a8d7dacfa1688ee095ffeb015dc6aa6fe83c0db43c3dfc682b7f32bfa30,train
data/raw/CIFAKE/train/FAKE/1384 (2).jpg,1,fake,cifake,cifake,unknown,train,32,32,95ef401694f1cd7cbfe9c58fda3c7d785daf1e62c2536bd1088fd4b3bae716dd,train
data/raw/CIFAKE/train/REAL/2908 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,3d048e84e91280b0d7c01ba451f0bf3e088451d1bd3fa9387c2409582f957277,train
data/raw/CIFAKE/train/REAL/0819 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,6824a8d48d3e87544b1b5bd376c2d300a8645881f0206bd05f8d87897aa60cb8,train
data/raw/CIFAKE/train/REAL/0953 (10).jpg,0,real,cifake,cifake,unknown,train,32,32,ec7f6034ba2adbc2df6117b8c4faac8dafcbe68d97b3b563e997fbaf4f97bce1,train
data/raw/CIFAKE/train/FAKE/5077 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,124fc69fdcc7febd93d3a99795eb9cba4e8c1af501d1611c3eeddb2a4fd4f889,train
data/raw/CIFAKE/train/FAKE/4981 (8).jpg,1,fake,cifake,cifake,unknown,train,32,32,0711e0c4b67cf47bcfb78f05d14bc72b72f9d1da640f9dfe708fea4eb57410eb,train
data/raw/CIFAKE/train/REAL/4520 (4).jpg,0,real,cifake,cifake,unknown,train,32,32,451674c366071a4124fce12345d0f55b06083ac4e288ae8995ff611160461d14,train
data/raw/CIFAKE/train/FAKE/4421 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,a71e4188511135d046ecc92a2eedf0e022293979051d301dd2845cbb02838327,train
data/raw/CIFAKE/train/FAKE/2923 (8).jpg,1,fake,cifake,cifake,unknown,train,32,32,d646ea5c01dcb90edd639bd1321dfd56fe6f6bb48794e10cfab38c134356e54b,train
data/raw/CIFAKE/train/FAKE/4553 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,720562e8fa4d65faacd5e3bd4320ae98878ecd78ba8d32500bd5ab1ccc8a60ad,train
data/raw/CIFAKE/train/REAL/1387 (5).jpg,0,real,cifake,cifake,unknown,train,32,32,ad4bf34df63cf040dc09a156dadce3e1a5c213ed5e91e06ea01b4f8aa569ee5b,train
data/raw/CIFAKE/train/REAL/0023 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,5c0fe734ed165d57f7e936c4699f596e4daa6d0dd43264b3be73023e78476689,train
data/raw/CIFAKE/train/FAKE/5916 (5).jpg,1,fake,cifake,cifake,unknown,train,32,32,d2b640a7dd72bf12688725e7b70fa12312fc1e28e447cd66c3a76ddaa19a0d05,train
data/raw/CIFAKE/train/FAKE/3398 (10).jpg,1,fake,cifake,cifake,unknown,train,32,32,784c1f36f7e8fb5aeec540e6376ad917df1ba278d5190427f894112ffc520b9c,train
data/raw/CIFAKE/train/REAL/3438 (6).jpg,0,real,cifake,cifake,unknown,train,32,32,e69280e14be485754d280aa50d54e57ab26ea8e44c4281c4a9f950e3db9fb570,train
data/raw/CIFAKE/train/FAKE/3647 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,93c6f546365e0149adbc7fb7a1f3585d4604bba9c2c11665b8fa2a42973f322e,train
data/raw/CIFAKE/train/FAKE/3613 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,96ba567d513aa00073aec184937160e08b82b6cb9c54743cfc40e1656af4c82a,train
data/raw/CIFAKE/train/REAL/2906 (5).jpg,0,real,cifake,cifake,unknown,train,32,32,f8a66208633e74072c8e753a2e70cda90a3c021dfd4475919a8f68a883e87003,train
data/raw/CIFAKE/train/FAKE/5871.jpg,1,fake,cifake,cifake,unknown,train,32,32,315c23f77b8ca36da700dd37c45f7acbbdef7fdc8dbdbbaad3fcddf0e00c52cc,train
data/raw/CIFAKE/train/REAL/3461 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,822fd03ff95d38eeaeb46acbb138da0dfa0c3305c9ec2081d4513a2ecfad6410,train
data/raw/CIFAKE/train/REAL/1268 (6).jpg,0,real,cifake,cifake,unknown,train,32,32,95b01e45534f85eaf06d127066410532e06b13cc0f818892159a9da6318fee06,train
data/raw/CIFAKE/train/FAKE/1544 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,8228b92d0715fa2645f895f9386e8a9a1257e3f452f28f1b1c9ece056bf27c4d,train
data/raw/CIFAKE/train/FAKE/5797 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,85af65045c21b347be5bc375ae02ac02b46c411ab555c050e178f5a236a241c7,train
data/raw/CIFAKE/train/FAKE/4418.jpg,1,fake,cifake,cifake,unknown,train,32,32,218911cfc4daa15181c9b0c52756bab738de3bc97ac884b1153a46844e1eb4d3,train
data/raw/CIFAKE/train/REAL/4245 (6).jpg,0,real,cifake,cifake,unknown,train,32,32,9a0e0b36a1660c1f241461a66a1340c80e17f20bdc84ba4c08734bb69f6b7f5e,train
data/raw/CIFAKE/train/REAL/1093 (2).jpg,0,real,cifake,cifake,unknown,train,32,32,7f71bbf47d0382f31c7f9c2a5fbd8cdddab4c32e4a3f8a218d5ba6bcba6b8d9a,train
data/raw/CIFAKE/train/FAKE/3761 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,900b4df2f933dd9ded51b4fee1ae313f2d9898eda6405286f431ae27465afa2c,train
data/raw/CIFAKE/train/FAKE/4513 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,1caaccd4ba165c8df78a5d5af7fc93cd03a961bfeee23bc329089c5c09b5a40c,train
data/raw/CIFAKE/train/FAKE/3957 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,db2a6d56a63a635af5a1c090e633619d1ed7701a819440841573dc1064f2b98a,train
data/raw/CIFAKE/train/FAKE/3997 (8).jpg,1,fake,cifake,cifake,unknown,train,32,32,d3820b2cdec5ebafe37dc1f485ade42cd7193906274d3bd1b5c63731ce374afd,train
data/raw/CIFAKE/train/FAKE/4879 (2).jpg,1,fake,cifake,cifake,unknown,train,32,32,853238e58a000d7651e9024cbeef4cfd31d92b207679748646bb66eb67303db1,train
data/raw/CIFAKE/train/FAKE/4110 (4).jpg,1,fake,cifake,cifake,unknown,train,32,32,61a5576ee8034d42d31731b9edf43e4b517fdd3ce86dc345b82d4cbaa8dc4ab5,train
data/raw/CIFAKE/train/FAKE/5002 (10).jpg,1,fake,cifake,cifake,unknown,train,32,32,bc98c12a95e427ea1e3a432071ed9be2b4369bfb5b1bb3abba8f18d3130dc46a,train
data/raw/CIFAKE/train/REAL/1853 (4).jpg,0,real,cifake,cifake,unknown,train,32,32,413ea2e1bc38030626d324d5d41e03741051516b36a0f8892e18fd15dc837e48,train
data/raw/CIFAKE/train/REAL/3236 (3).jpg,0,real,cifake,cifake,unknown,train,32,32,fa0b617e82e7d4f67ae576b96482dda4c91f744c14b5ce8c51a970f5841fe5a8,train
data/raw/CIFAKE/train/FAKE/3325 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,e3e1f2190852d6e5b5b21488866f82b8623d8ed84188ad5ceff3dc1c266261ad,train
data/raw/CIFAKE/train/FAKE/3085 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,7d42199f509281c151abf3dc203e9f7723de6b1b9ffef09e170a9f7757db3b61,train
data/raw/CIFAKE/train/FAKE/4447.jpg,1,fake,cifake,cifake,unknown,train,32,32,650ddee86f19b731f0a7a2ba6699d442637e6bda227d3a88a94b0677b304192c,train
data/raw/CIFAKE/train/REAL/3175 (6).jpg,0,real,cifake,cifake,unknown,train,32,32,1182b70c977a2570e491ca36cad7ba43592e517980066a19f977089fdb09e302,train
data/raw/CIFAKE/train/FAKE/1960 (5).jpg,1,fake,cifake,cifake,unknown,train,32,32,4fee875964324994c089ee096ecb2355deeca75313f6f9cd44c467e952b528c8,train
data/raw/CIFAKE/train/FAKE/1338 (9).jpg,1,fake,cifake,cifake,unknown,train,32,32,e30be9e2a4d7614a1633c181f027c02b7f51e5c22c1aa712928de632ea039f50,train
data/raw/CIFAKE/train/REAL/4258 (9).jpg,0,real,cifake,cifake,unknown,train,32,32,db1cb96d386ffdc81f397ad41b79e13dab45dc096a06d6edb613c0bac1bead64,train
data/raw/CIFAKE/train/REAL/4316 (10).jpg,0,real,cifake,cifake,unknown,train,32,32,747bd0440390d1dab271ad1f9f5c7b9139223cec38aafe51ec95912c79d9cfbb,train
data/raw/CIFAKE/train/REAL/4472.jpg,0,real,cifake,cifake,unknown,train,32,32,002e09bd16070746f0e4b3221c39c349d3124a8e902ef65d1efe5f177cd2df31,train
data/raw/CIFAKE/train/FAKE/2860 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,06c1eaa842653d7595a99114b4d92b042ddce571043808f3220a44a51f4546f3,train
data/raw/CIFAKE/train/FAKE/3951.jpg,1,fake,cifake,cifake,unknown,train,32,32,512c0b6baf7e15985150a491b5ff8d13d725aacbfe0bc2aa163cdd160ac8f654,train
data/raw/CIFAKE/train/REAL/1665.jpg,0,real,cifake,cifake,unknown,train,32,32,cbdc6f3eb68dd7cdedc43b023795049c5f00ec982e4e31976a41bc2bc282fd37,train
data/raw/CIFAKE/train/REAL/0574 (8).jpg,0,real,cifake,cifake,unknown,train,32,32,42cb1c4dd086ee0eeb1c17a856c2bcfdd035a3965c6a4ee7a40fb541e2ebf568,train
data/raw/CIFAKE/train/FAKE/1395.jpg,1,fake,cifake,cifake,unknown,train,32,32,75ef9d1e2a6c73d560ecf8f258cadce99c0ee58bb2d49643a879607e9d0e8aa5,train
data/raw/CIFAKE/train/REAL/0677.jpg,0,real,cifake,cifake,unknown,train,32,32,8417e67d2dc910679d4363b2e4024b8c5f1283f22bec791aa0af53cd910828cf,train
data/raw/CIFAKE/train/FAKE/4233 (2).jpg,1,fake,cifake,cifake,unknown,train,32,32,0dbd41c58ae3b7c9cc88a1e9a116269cb4d93fd5ecbeab4ce0fdb3e2d723407a,train
data/raw/CIFAKE/train/FAKE/2149 (4).jpg,1,fake,cifake,cifake,unknown,train,32,32,3cf1097371a7c106b1e4454c594921ad02689c410a1aa1e62871fee5b0338230,train
data/raw/CIFAKE/train/FAKE/4518 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,7d16bce6bcf613a27dbc49c5f1754221aa90e2713fc135fbd368157ceb466f2e,train
data/raw/CIFAKE/train/REAL/3774 (9).jpg,0,real,cifake,cifake,unknown,train,32,32,355d0a1b77d5526fd5913f4381c1ea620a9eb30ad8ec202762b948b6ad26eaa6,train
data/raw/CIFAKE/train/FAKE/5051 (9).jpg,1,fake,cifake,cifake,unknown,train,32,32,a237d14e7f16f91205cf701d1f8681dea2413c5e779faaa75b65e20b5d12528f,train
data/raw/CIFAKE/train/FAKE/3472 (9).jpg,1,fake,cifake,cifake,unknown,train,32,32,61a70e8d7645b530ce2851d3802a95acd74029c85fcce04afede0d7346cc145c,train
data/raw/CIFAKE/train/REAL/4172 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,08079dea25548aa56b71d69b60384508e85404b8a40de3c1e0d6728a7bfede0c,train
data/raw/CIFAKE/train/REAL/2121 (8).jpg,0,real,cifake,cifake,unknown,train,32,32,c1785dc362d03ef6c62456cc3cae047d6061ae64b6d69d019735463ac24b83e5,train
data/raw/CIFAKE/train/REAL/0751 (5).jpg,0,real,cifake,cifake,unknown,train,32,32,b45e385f440166a06c2c765dbd30188f5b2f77ffd4a616e35444d0e11163dec6,train
data/raw/CIFAKE/train/FAKE/5680 (8).jpg,1,fake,cifake,cifake,unknown,train,32,32,9a8e9e8acd7ea1c9d26dd6874b5aba9fd7b9c709381c546e575a990ddb0f7838,train
data/raw/CIFAKE/train/FAKE/1717 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,66ec3f3b84203b784061ab9928ca98d447d5c109671f7e1e22fb955a2306fa46,train
data/raw/CIFAKE/train/REAL/0504 (3).jpg,0,real,cifake,cifake,unknown,train,32,32,1abbc3dac8236c44a72cefd5586af9249d3870cf0ef3c1a0b87bfdf68bcb4744,train
data/raw/CIFAKE/train/FAKE/5328 (4).jpg,1,fake,cifake,cifake,unknown,train,32,32,7fff476056060ce2b8ae389539ec0f49f91605e11d3cad77bc006ffb849c9ba9,train
data/raw/CIFAKE/train/REAL/2480 (4).jpg,0,real,cifake,cifake,unknown,train,32,32,a8e0b261387876f4be6ad59f9c5261835355b419b9e70d72d97774e50365a5ee,train
data/raw/CIFAKE/train/REAL/0594 (3).jpg,0,real,cifake,cifake,unknown,train,32,32,d22d7ee797631fc53d37118627e8b9f74a7855adc14e8eecb969a74d3d7f3dcf,train
data/raw/CIFAKE/train/FAKE/4781 (9).jpg,1,fake,cifake,cifake,unknown,train,32,32,071f5d7a45eb45965d9f13d5e28a1cc04438db90eb9f701a2c8ecab57d57d27e,train
data/raw/CIFAKE/train/REAL/4823 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,396cf340ea3743129507d5ad7c967c0c4bd1a99397b8bec48f5eb5083bff5272,train
data/raw/CIFAKE/train/REAL/4494 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,9a1f70c26188e2bdc2fcfa087642ca638c658bb1b2ccea4cda0849d5fe0e0383,train
data/raw/CIFAKE/train/REAL/4283 (8).jpg,0,real,cifake,cifake,unknown,train,32,32,ee091205f8b44441e84a161f75135ec13e7c2051e1497b3aa449bb3befa6e3f7,train
data/raw/CIFAKE/train/REAL/1125 (4).jpg,0,real,cifake,cifake,unknown,train,32,32,7060de4d3e4668ec7355cd8d321bd3cdcbd7bcad0a9d2565de9b5351faeffde8,train
data/raw/CIFAKE/train/FAKE/4108 (8).jpg,1,fake,cifake,cifake,unknown,train,32,32,711ea2631d66837209b5d5ed10400a504677d9eeb110ef555bb1a5060c2a5dd5,train
data/raw/CIFAKE/train/FAKE/4423 (2).jpg,1,fake,cifake,cifake,unknown,train,32,32,f4b77715a0a411122e55f0c3a8c19ad76d4388ae7d8a025943c6c83cc0f9dc9f,train
data/raw/CIFAKE/train/FAKE/2580 (5).jpg,1,fake,cifake,cifake,unknown,train,32,32,8c4ca3825c684dd66478de835b8ad8fbd10ec410baa62b2af57b52a01807ddcc,train
data/raw/CIFAKE/train/FAKE/2202 (4).jpg,1,fake,cifake,cifake,unknown,train,32,32,50ebf08fc7f613e763617c93c6cadc767e7bd9e0b051d4ef8ee5158b8a9fefce,train
data/raw/CIFAKE/train/REAL/3019 (4).jpg,0,real,cifake,cifake,unknown,train,32,32,4921fb472a41aac9d91ab13d3559c9a2cf0544a344380a529cd9578c72c16dcf,train
data/raw/CIFAKE/train/FAKE/4933.jpg,1,fake,cifake,cifake,unknown,train,32,32,81b05e1c26cdd3e63cd44f098bf1edc627d551c47120c07a355aa507a384ec27,train
data/raw/CIFAKE/train/REAL/0046 (2).jpg,0,real,cifake,cifake,unknown,train,32,32,cdb4193aaa64432c2149438dfa102b577fe68abe1f0ec9117d493b6ecafcc419,train
data/raw/CIFAKE/train/FAKE/4055 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,6a85147d89576d64ae80043c33c549d5a70b8f4e2aef4b77f060a72482f08c3a,train
data/raw/CIFAKE/train/REAL/4067 (5).jpg,0,real,cifake,cifake,unknown,train,32,32,ed6b686dd3681adb87b35b83f75036666291a1035750ed3324fba5f5744e74a8,train
data/raw/CIFAKE/train/FAKE/4077 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,3a9f437889f389d504481637b42d194256061e9a00dd03369762e62403c24921,train
data/raw/CIFAKE/train/FAKE/4937 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,6cd985ef490b59bfe940a72382462cfda82c4f1a91dcb3a5ce094f3b55a94199,train
data/raw/CIFAKE/train/REAL/2900 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,3545fc6b336f0e0c92e281e205fdec2a5642d1404e1535f1b0ebc2edf32462f5,train
data/raw/CIFAKE/train/FAKE/5637 (2).jpg,1,fake,cifake,cifake,unknown,train,32,32,de6e70b1c46646071acf6df4133502178c32656ec46f5e04519a1485e45b94ed,train
data/raw/CIFAKE/train/FAKE/5871 (8).jpg,1,fake,cifake,cifake,unknown,train,32,32,321c777bc371c2b25025683d96130d112e6c406521a3d80b0596640f538ab3ce,train
data/raw/CIFAKE/train/FAKE/4898 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,e2852dd1f3457af5ee2953ad81e5de6df194a9e22b705706c333c45a18e86b50,train
data/raw/CIFAKE/train/FAKE/5034 (8).jpg,1,fake,cifake,cifake,unknown,train,32,32,861c1d01501b29c7abae81b9c8be01251cdf2f848aab89c012467a66c775a156,train
data/raw/CIFAKE/train/FAKE/3517 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,152979c1d8247b7bece228703852fde8eaa32649674711d2f44ff83c4c26fb94,train
data/raw/CIFAKE/train/REAL/3370 (6).jpg,0,real,cifake,cifake,unknown,train,32,32,211a940aac3abca15438a0fa5c510122a45b1ec1e399059da63a3498d14754d7,train
data/raw/CIFAKE/train/FAKE/1098 (9).jpg,1,fake,cifake,cifake,unknown,train,32,32,8229a250b7dbe092990bd0f7b05b0b1acc982beb59bca9bf8ee50ca34d1a7eb8,train
data/raw/CIFAKE/train/REAL/1938 (9).jpg,0,real,cifake,cifake,unknown,train,32,32,23e00641b8e39e198e7bb0892dcc8fadad27d179b742a254087ca571e3c139cb,train
data/raw/CIFAKE/train/REAL/2149 (8).jpg,0,real,cifake,cifake,unknown,train,32,32,61ea1ec01e646dfca3c5027403bc9f7983240cd1b20a8942a872b11fbce07737,train
data/raw/CIFAKE/train/FAKE/1643 (4).jpg,1,fake,cifake,cifake,unknown,train,32,32,721142501bb375d9d7cdfd23811562494aaf7db911c903f0ecab371d05cb437b,train
data/raw/CIFAKE/train/FAKE/1730 (10).jpg,1,fake,cifake,cifake,unknown,train,32,32,2787753fe980e7639476a9b7966b967d1df83e6dfb2bfde15eea5ca19684afe1,train
data/raw/CIFAKE/train/REAL/0871 (10).jpg,0,real,cifake,cifake,unknown,train,32,32,56a8a47d6235220ea51d791299b27c6b73aae49ccbea453cfe59c365ed2d11bb,train
data/raw/CIFAKE/train/REAL/3070 (2).jpg,0,real,cifake,cifake,unknown,train,32,32,c9d1b6a35c3ee1154e59d74e86ec21aed5c22ae8b607e0edd32cc702a238e5fc,train
data/raw/CIFAKE/train/FAKE/5854.jpg,1,fake,cifake,cifake,unknown,train,32,32,2fc0f99c42e6b7cf2cee9acf5185842d00b452adbf3afd5f3516860fe5bee9aa,train
data/raw/CIFAKE/train/FAKE/4030 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,cd09b081bedd7527545a26bea087303867e7477ea0aaa364645ae4a535acc7f6,train
data/raw/CIFAKE/train/FAKE/3830 (4).jpg,1,fake,cifake,cifake,unknown,train,32,32,b98a576015c2be38507cc852615886523a545343d4a04c6dc353506699450186,train
data/raw/CIFAKE/train/REAL/3758 (6).jpg,0,real,cifake,cifake,unknown,train,32,32,329b63c3f9c8116e9bd4f2c7cbe211c714501931701f3ad66d600d2f41410089,train
data/raw/CIFAKE/train/REAL/4291 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,1c86a2da53cb10dd968d3bb320e1ad2341f0fc32db1a9b75f6997c6a0ac825f1,train
data/raw/CIFAKE/train/FAKE/2919 (10).jpg,1,fake,cifake,cifake,unknown,train,32,32,6f5cc6f8a2a1da31756a5290e274cbc08bbf345155c930da7f6cb25921d4543a,train
data/raw/CIFAKE/train/FAKE/5957 (5).jpg,1,fake,cifake,cifake,unknown,train,32,32,0ed6cc2afa0e490093775a1c65c4b9afe8fa3da01ab5192526380a64c5ca06aa,train
data/raw/CIFAKE/train/REAL/0538 (5).jpg,0,real,cifake,cifake,unknown,train,32,32,fba41c02a894f7aba9c46eeac74f463b16a44ff12e178e7ccec4a2f8e94388eb,train
data/raw/CIFAKE/train/REAL/1999.jpg,0,real,cifake,cifake,unknown,train,32,32,9af3c09f32f14a8701439873ca20b533eaa887d988f40be97bb4d12af490cdb9,train
data/raw/CIFAKE/train/FAKE/2728 (5).jpg,1,fake,cifake,cifake,unknown,train,32,32,103f63a2e45e6913d2c416a33d3fbb134e3f918850811ae2d495f4b53c6ed07a,train
